,Class,Sex,Age,Survived
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
